battery,capacity,connectivity,display,fast_charge_point,features,front_camera,in_store,launch_date,oper_sys,perform,prod_brand,prod_name,prod_no_of_ratings,prod_price,prod_star,prod_url,product_availability,ram,rear_camera,refresh_rate
5000 mah battery,5000,dual sim: nano + nano with volte support,16.54,No,no fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,32.0,,android v12,mediatek helio p35 octa core processor,vivo,vivo y02a,0,8999,0.0,https://pricebaba.com/mobile/vivo-y02a,in stock,3.0,8.0,60
"5000 mah battery with super vooc charging, charges upto 100% in 69 minutes",5000,dual sim: nano + nano with volte support,16.66,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,64.0,50,android v12,mediatek helio g35 octa core processor,oppo,oppo a57s,0,13990,0.0,https://pricebaba.com/mobile/oppo-a57s,in stock,4.0,50.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,17.53,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,nokia,nokia oxygen ultra 5g,0,59990,0.0,https://pricebaba.com/mobile/nokia-oxygen-ultra-5g,in stock,12.0,200.0,120
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.4,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,mediatek dimensity 9000 plus mt6983 octa core processor,iqoo,iqoo neo 9 se,0,26990,0.0,https://pricebaba.com/mobile/iqoo-neo-9-se,in stock,12.0,64.0,60
6000 mah battery with super charging,6000,dual sim: nano + nano with volte support,17.12,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,128.0,,android v12,mediatek dimensity 6020 octa core processor,honor,honor play 7t,0,13190,0.0,https://pricebaba.com/mobile/honor-play-7t,in stock,8.0,50.0,90
5450 mah battery with fast charging,5450,dual sim: nano + nano with volte support,17.3,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,12.0,512.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,honor,honor magic 5 ultimate,0,79190,0.0,https://pricebaba.com/mobile/honor-magic-5-ultimate,in stock,16.0,50.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,17.32,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,iqoo,iqoo 12 pro,0,69990,0.0,https://pricebaba.com/mobile/iqoo-12-pro,in stock,12.0,200.0,165
7000 mah battery with fast charging,7000,dual sim: nano + nano with volte support,17.65,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,8.0,128.0,,harmonyos,qualcomm snapdragon 680 octa core processor,huawei,huawei enjoy 60x,0,20790,0.0,https://pricebaba.com/mobile/huawei-enjoy-60x,in stock,8.0,50.0,90
5000 mah battery with quick charging v4.0,5000,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v12,qualcomm snapdragon 8 plus gen 1 octa core processor,zte,zte axon 50 ultra,0,69990,0.0,https://pricebaba.com/mobile/zte-axon-50-ultra,in stock,12.0,64.0,144
5500 mah battery with fast charging,5500,single sim: nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,mediatek helio g80 octa core processor,oneplus,oneplus nord n40 se,0,17990,0.0,https://pricebaba.com/mobile/oneplus-nord-n40-se,in stock,6.0,64.0,60
7000 mah battery with super charging,7000,dual sim: nano + nano with volte support,17.65,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,8.0,128.0,,emui v13.0,qualcomm snapdragon 680 octa core processor,huawei,huawei nova y91,0,23990,0.0,https://pricebaba.com/mobile/huawei-nova-y91,in stock,8.0,50.0,90
4000 mah battery with fast charging,4000,dual sim: nano + nano with volte support,17.09,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,10.7,128.0,,android v14,qualcomm snapdragon 778g octa core processor,huawei,huawei nova flip,0,59999,0.0,https://pricebaba.com/mobile/huawei-nova-flip,in stock,8.0,48.0,120
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,16.38,Yes,rear fingerprint sensor |3.5 mm headphone jack present,24.0,128.0,,android v13,mediatek helio p60 octa core processor,vivo,vivo y18,0,21490,0.0,https://pricebaba.com/mobile/vivo-y18,in stock,6.0,48.0,60
4500 mah battery with fast charging,4500,dual sim: nano + esim with volte support,19.38,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,10.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,samsung,samsung w24,0,159999,0.0,https://pricebaba.com/mobile/samsung-w24,in stock,12.0,50.0,120
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.32,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,64.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,nothing,nothing phone 5,0,46990,0.0,https://pricebaba.com/mobile/nothing-phone-5,in stock,12.0,108.0,60
4000 mah battery,4000,dual sim: nano + nano with volte support,16.51,No,side fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,128.0,,android v12,unisoc t610 octa core processor,gionee,gionee f1 plus,0,13190,0.0,https://pricebaba.com/mobile/gionee-f1-plus,in stock,6.0,13.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,17.15,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,64.0,256.0,,android v13,mediatek dimensity 700 mt6833 octa core processor,infinix,infinix zero 40,0,19990,0.0,https://pricebaba.com/mobile/infinix-zero-40,in stock,12.0,108.0,60
"5000 mah battery with super vooc charging, charges upto 76% in 30 minutes",5000,dual sim: nano + nano with volte support,16.33,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,qualcomm snapdragon 680 octa core processor,oppo,oppo a78 4g,0,18190,0.0,https://pricebaba.com/mobile/oppo-a78-4g,in stock,8.0,50.0,90
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.66,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,qualcomm snapdragon 480 plus octa core processor,motorola,motorola g42 5g,0,20690,0.0,https://pricebaba.com/mobile/motorola-g42-5g,in stock,4.0,50.0,90
5050 mah battery with fast charging,5050,dual sim: nano + nano (hybrid) with volte support,16.56,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,64.0,,android v12,unisoc t606 octa core processor,nokia,nokia g22,0,15690,0.0,https://pricebaba.com/mobile/nokia-g22,in stock,4.0,50.0,90
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,128.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,nokia,nokia n95 5g,0,49990,0.0,https://pricebaba.com/mobile/nokia-n95-5g,in stock,8.0,50.0,120
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.4,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,64.0,256.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,oppo,oppo reno10 t,0,37990,0.0,https://pricebaba.com/mobile/oppo-reno10-t,in stock,12.0,108.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.81,Yes,no fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,ios v16,apple a16 bionic hexa core processor,apple,apple iphone 17 pro max,0,98990,0.0,https://pricebaba.com/mobile/apple-iphone-17-pro-max,in stock,6.0,16.0,60
4700 mah battery with fast charging,4700,dual sim: nano + nano with volte support,17.07,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,64.0,256.0,,android v13,mediatek dimensity 700 mt6833 octa core processor,infinix,infinix zero 30,0,18990,0.0,https://pricebaba.com/mobile/infinix-zero-30,in stock,8.0,108.0,60
"4500 mah battery with super charging, charges upto 55% in 30 minutes",4500,dual sim: nano + nano with volte support,17.02,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek dimensity 6020 mt6833 octa core processor,honor,honor 90 lite,0,26920,0.0,https://pricebaba.com/mobile/honor-90-lite,in stock,8.0,100.0,90
5000 mah battery with fast charging,5000,single sim: nano with volte support,16.51,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,64.0,,android v13,mediatek helio g85 octa core processor,motorola,motorola g stylus 2023,0,16390,0.0,https://pricebaba.com/mobile/motorola-g-stylus-2023,in stock,4.0,50.0,90
4700 mah battery with fast charging,4700,dual sim: nano + esim with volte support,15.75,Yes,no fingerprint sensor |face unlock|no 3.5 mm headphone jack present,12.0,128.0,,ios v16,apple a16 bionic hexa core processor,apple,apple iphone 17,0,81990,0.0,https://pricebaba.com/mobile/apple-iphone-17,in stock,6.0,12.0,60
"5000 mah battery with fast charging, charges upto 95% in 60 minutes",5000,dual sim: nano + nano with volte support,16.92,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek helio g85 octa core processor,infinix,infinix note 30i,0,14990,0.0,https://pricebaba.com/mobile/infinix-note-30i,in stock,8.0,64.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,17.15,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,512.0,,android v13,qualcomm snapdragon 730g octa core processor,oppo,oppo a3 pro,0,23990,0.0,https://pricebaba.com/mobile/oppo-a3-pro,in stock,12.0,108.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,16.99,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,24.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,xiaomi,xiaomi redmi k70 pro,0,41990,0.0,https://pricebaba.com/mobile/xiaomi-redmi-k70-pro,in stock,8.0,50.0,60
5000 mah battery with quick charging,5000,dual sim: nano + nano with volte support,16.76,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v12,mediatek dimensity 810 mt6833 octa core processor,realme,realme realme 10t,0,16090,0.0,https://pricebaba.com/mobile/realme-10t,in stock,4.0,50.0,90
4600 mah battery,4600,dual sim: nano + nano with volte support,17.27,No,rear fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v12,unisoc t606 octa core processor,htc,htc wildfire e2 play,0,9990,0.0,https://pricebaba.com/mobile/htc-wildfire-e2-play,in stock,8.0,48.0,60
7000 mah battery with fast charging,7000,dual sim: nano + nano with volte support,16.89,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,512.0,,android v12,mediatek dimensity 720 mt6853v octa core processor,vivo,vivo y75t,0,18990,0.0,https://pricebaba.com/mobile/vivo-y75t,in stock,8.0,50.0,60
5500 mah battery with fast charging,5500,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,128.0,,android v14,qualcomm snapdragon 8 plus gen 1 octa core processor,poco,poco f6 pro,0,40990,0.0,https://pricebaba.com/mobile/poco-f6-pro,in stock,8.0,108.0,144
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.15,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,24.0,256.0,,android v13,qualcomm snapdragon 888 plus octa core processor,poco,poco x7 pro,0,24990,0.0,https://pricebaba.com/mobile/poco-x7-pro,in stock,12.0,108.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,16.81,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,12.0,64.0,,android v13,mediatek helio g70 octa core processor,oneplus,oneplus nord n30 se,0,16990,0.0,https://pricebaba.com/mobile/oneplus-nord-n30-se,in stock,6.0,50.0,60
4700 mah battery with fast charging,4700,dual sim: nano + nano with volte support,16.81,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,256.0,,android v13,qualcomm snapdragon 8 gen 1 octa core processor,motorola,motorola s40 pro,0,27990,0.0,https://pricebaba.com/mobile/motorola-s40-pro,in stock,8.0,64.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 765g octa core processor,oneplus,oneplus nord ce 5 5g,0,29990,0.0,https://pricebaba.com/mobile/oneplus-nord-ce-5-5g,in stock,12.0,64.0,60
4000 mah battery,4000,dual sim: nano + nano with volte support,16.0,No,no fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,32.0,,android v12,unisoc sc9863a1 octa core processor,nokia,nokia c12 plus,0,7999,0.0,https://pricebaba.com/mobile/nokia-c12-plus,in stock,2.0,8.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.76,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,128.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,lenovo,lenovo thinkphone,0,49990,0.0,https://pricebaba.com/mobile/lenovo-thinkphone,in stock,8.0,50.0,144
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,20.83,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,512.0,,android v14,qualcomm snapdragon 8 gen 2 octa core processor,xiaomi,xiaomi mix fold 4,0,119990,0.0,https://pricebaba.com/mobile/xiaomi-mix-fold-4,in stock,12.0,200.0,144
5000 mah battery with fast charging,5000,dual sim: nano + esim with volte support,16.51,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,qualcomm snapdragon 480 plus octa core processor,motorola,motorola g 5g 2023,0,20490,0.0,https://pricebaba.com/mobile/motorola-g-5g-2023,in stock,4.0,48.0,120
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,17.3,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,64.0,256.0,,android v13,qualcomm snapdragon 888 plus octa core processor,vivo,vivo s18,0,33990,0.0,https://pricebaba.com/mobile/vivo-s18,in stock,12.0,108.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.0,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,12.0,128.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,sony,sony xperia 5 v,0,79990,0.0,https://pricebaba.com/mobile/sony-xperia-5-v,in stock,8.0,12.0,120
3900 mah battery,3900,dual sim: nano + nano with volte support,16.51,No,3.5 mm headphone jack present,5.0,128.0,,android,unisoc t610 octa core processor,gionee,gionee f3 pro,0,16790,0.0,https://pricebaba.com/mobile/gionee-f3-pro,in stock,8.0,21.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v14,qualcomm snapdragon 8 gen 2 octa core processor,xiaomi,xiaomi 14 ultra,0,74990,0.0,https://pricebaba.com/mobile/xiaomi-14-ultra,in stock,12.0,200.0,144
3000 mah battery,3000,dual sim: nano + nano with volte support,16.0,No,no fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,32.0,,android v12,mediatek helio p22 octa core processor,nokia,nokia c110,0,8190,0.0,https://pricebaba.com/mobile/nokia-c110,in stock,3.0,13.0,60
5000 mah battery with fast charging,5000,single sim: nano with volte support,16.76,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 6 gen 1 octa core processor,motorola,motorola g stylus 5g 2023,0,33070,0.0,https://pricebaba.com/mobile/motorola-g-stylus-5g-2023,in stock,6.0,50.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,20.83,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v14,qualcomm snapdragon 8 gen 2 octa core processor,vivo,vivo x fold 4,0,139990,0.0,https://pricebaba.com/mobile/vivo-x-fold-4,in stock,12.0,200.0,144
10800 mah battery with fast charging,10800,dual sim: nano + nano (hybrid) with volte support,16.71,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v12,mediatek helio g99 octa core processor,doogee,doogee s100 pro,0,29999,0.0,https://pricebaba.com/mobile/doogee-s100-pro,in stock,8.0,108.0,60
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.07,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek dimensity 900 mt6877 octa core processor,realme,realme realme 12s,0,16990,0.0,https://pricebaba.com/mobile/realme-12s,in stock,8.0,64.0,60
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,12.0,256.0,,android v12,mediatek dimensity 9000 plus mt6983 octa core processor,asus,asus rog phone 6d,0,72490,0.0,https://pricebaba.com/mobile/asus-rog-phone-6d,in stock,16.0,50.0,165
"6000 mah battery with super charging, charges upto 50% in 24 minutes",6000,dual sim: nano + nano with volte support,16.92,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,256.0,,android v12,mediatek helio g99 octa core processor,tecno,tecno pova 4 pro,0,21890,0.0,https://pricebaba.com/mobile/tecno-pova-4-pro,in stock,8.0,50.0,90
5500 mah battery with fast charging,5500,dual sim: nano + nano with volte support,16.89,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,128.0,,android v13,samsung exynos 1280 octa core processor,samsung,samsung galaxy a56,0,24990,0.0,https://pricebaba.com/mobile/samsung-galaxy-a56,in stock,8.0,64.0,60
5000 mah battery with super charging,5000,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,mediatek helio g99 octa core processor,tecno,tecno camon 20 pro 4g,0,16990,0.0,https://pricebaba.com/mobile/tecno-camon-20-pro-4g,in stock,8.0,64.0,120
4000 mah battery with fast charging,4000,dual sim: nano + nano with volte support,17.02,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v12,mediatek dimensity 6020 octa core processor,honor,honor play 7t pro,0,17890,0.0,https://pricebaba.com/mobile/honor-play-7t-pro,in stock,8.0,50.0,90
5000 mah battery,5000,dual sim: nano + nano with volte support,16.87,No,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,mediatek dimensity 6020 octa core processor,vivo,vivo y35 plus,0,21290,0.0,https://pricebaba.com/mobile/vivo-y35-plus,in stock,6.0,50.0,60
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.32,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,64.0,,android v13,mediatek helio g37 octa core processor,infinix,infinix hot 30 play,0,12999,0.0,https://pricebaba.com/mobile/infinix-hot-30-play,in stock,4.0,16.0,90
"5000 mah battery with fast charging, charges upto 100% in 14 minutes",5000,dual sim: nano + nano with volte support,17.27,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,nubia,nubia red magic 8s pro plus,0,62490,0.0,https://pricebaba.com/mobile/nubia-red-magic-8s-pro-plus,in stock,16.0,50.0,120
3700 mah battery with fast charging,3700,single sim: nano with volte support,17.02,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,10.0,128.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,samsung,samsung w24 flip,0,99990,0.0,https://pricebaba.com/mobile/samsung-w24-flip,in stock,8.0,12.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v14,mediatek helio g99 octa core processor,tecno,tecno spark 11,0,11990,0.0,https://pricebaba.com/mobile/tecno-spark-11,in stock,8.0,50.0,120
5000 mah battery with fast charging,5000,single sim: nano with volte support,19.3,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,nothing,nothing fold 1,0,89999,0.0,https://pricebaba.com/mobile/nothing-fold-1,in stock,12.0,50.0,120
5000 mah battery with flash charging,5000,dual sim: nano + nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v14,mediatek dimensity 7200 octa core processor,iqoo,iqoo z8x,0,19990,0.0,https://pricebaba.com/mobile/iqoo-z8x,in stock,8.0,64.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,17.09,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,12.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,honor,honor magic 5,0,78990,0.0,https://pricebaba.com/mobile/honor-magic-5,in stock,8.0,54.0,120
5000 mah battery,5000,single sim: nano with volte support,16.51,No,rear fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,32.0,,android v12,mediatek helio g37 octa core processor,motorola,motorola g play 2023,0,13990,0.0,https://pricebaba.com/mobile/motorola-g-play-2023,in stock,3.0,16.0,90
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,24.0,512.0,,android v13,qualcomm snapdragon 8 gen 1 octa core processor,oneplus,oneplus 13r,0,52990,0.0,https://pricebaba.com/mobile/oneplus-13r,in stock,12.0,108.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,512.0,,android v13,mediatek dimensity 9200 octa core processor,vivo,vivo s18 pro,0,52990,0.0,https://pricebaba.com/mobile/vivo-s18-pro,in stock,12.0,64.0,60
5500 mah battery with fast charging,5500,dual sim: nano + nano with volte support,17.32,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,512.0,,android v13,mediatek dimensity 9000 plus octa core processor,tecno,tecno phantom x3 pro,0,52990,0.0,https://pricebaba.com/mobile/tecno-phantom-x3-pro,in stock,12.0,64.0,60
5000 mah battery,5000,single sim: nano with volte support,16.51,No,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek dimensity 930 mt6855 octa core processor,motorola,motorola g power 5g,0,24590,0.0,https://pricebaba.com/mobile/motorola-g-power-5g,in stock,6.0,50.0,120
4500 mah battery,4500,dual sim: nano + nano with volte support,16.54,No,face unlock|3.5 mm headphone jack present,5.0,64.0,,android v12,mediatek helio g85 octa core processor,coolpad,coolpad cool 30,0,7990,0.0,https://pricebaba.com/mobile/coolpad-cool-30,in stock,4.0,48.0,60
5000 mah battery,5000,dual sim: nano + nano with volte support,16.54,No,no fingerprint sensor |face unlock|3.5 mm headphone jack present,13.0,128.0,,android v13,unisoc t770 octa core processor,nubia,nubia n5,0,17490,0.0,https://pricebaba.com/mobile/nubia-n5,in stock,4.0,50.0,90
"5000 mah battery with super vooc charging, charges upto 100% in 30 minutes",5000,dual sim: nano + nano with volte support,17.32,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,oppo,oppo find x6 pro,0,72190,0.0,https://pricebaba.com/mobile/oppo-find-x6-pro,in stock,12.0,50.0,120
4300 mah battery with fast charging,4300,dual sim: nano + nano with volte support,14.99,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,asus,asus zenfone 10,0,71390,0.0,https://pricebaba.com/mobile/asus-zenfone-10,in stock,8.0,50.0,144
"5000 mah battery with fast charging, charges upto 80% in 30 minutes",5000,dual sim: nano + nano with volte support,17.22,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,mediatek helio g99 octa core processor,infinix,infinix note 30 pro,0,19990,0.0,https://pricebaba.com/mobile/infinix-note-30-pro,in stock,8.0,108.0,120
5500 mah battery with super flash charging,5500,dual sim: nano + nano with volte support,17.12,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 7 plus gen 2 octa core processor,realme,realme gt neo 5 se,0,23990,0.0,https://pricebaba.com/mobile/realme-gt-neo-5-se,in stock,8.0,64.0,144
"5000 mah battery with super vooc charging, charges upto 100% in 16 minutes",5000,dual sim: nano + nano with volte support,17.12,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,realme,realme gt neo 5 5g,0,31690,0.0,https://pricebaba.com/mobile/realme-gt-neo-5-5g,in stock,8.0,50.0,144
"5000 mah battery with fast charging, charges upto 50% in 29 minutes",5000,dual sim: nano + nano with volte support,16.33,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,mediatek dimensity 6020 octa core processor,realme,realme 11,0,18990,0.0,https://pricebaba.com/mobile/realme-11,in stock,8.0,64.0,90
"5500 mah battery with fast charging, charges upto 50% in 15 minutes",5500,dual sim: nano + nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 7 plus gen 2 octa core processor,xiaomi,xiaomi redmi note 12 turbo,0,23990,0.0,https://pricebaba.com/mobile/xiaomi-redmi-note-12-turbo,in stock,8.0,64.0,120
"4600 mah battery with flash charging, charges upto 50% in 19 minutes",4600,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,128.0,,android v13,qualcomm snapdragon 870 octa core processor,vivo,vivo s16,0,29690,0.0,https://pricebaba.com/mobile/vivo-s16,in stock,8.0,64.0,120
5000 mah battery with flash charging,5000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,8.0,128.0,,android v13,qualcomm snapdragon 695 octa core processor,vivo,vivo y78 plus,0,19090,0.0,https://pricebaba.com/mobile/vivo-y78-plus,in stock,8.0,50.0,120
5000 mah battery with super vooc charging,5000,dual sim: nano + nano (hybrid) with volte support,17.02,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 782g octa core processor,oneplus,oneplus nord ce 3 5g,0,26999,0.0,https://pricebaba.com/mobile/oneplus-nord-ce-3-5g,in stock,8.0,50.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.51,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,13.0,128.0,,android v13,mediatek helio g99 octa core processor,samsung,samsung galaxy a24,0,18090,0.0,https://pricebaba.com/mobile/samsung-galaxy-a24,in stock,6.0,50.0,90
5500 mah battery with flash charging,5500,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,xiaomi,xiaomi redmi k60,0,29790,0.0,https://pricebaba.com/mobile/xiaomi-redmi-k60,in stock,8.0,64.0,120
"5000 mah battery with super flash charging, charges upto 80% in 33 minutes",5000,dual sim: nano + nano (hybrid) with volte support,17.07,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 695 octa core processor,oppo,oppo k11x,0,17590,0.0,https://pricebaba.com/mobile/oppo-k11x,in stock,8.0,108.0,120
